id,batchID,batchIDLastChangedAt,block_num,block_numLastChangedAt,chat,chatLastChangedAt,clicked,clickedLastChangedAt,clicked_correct,clicked_correctLastChangedAt,current_group,current_groupLastChangedAt,display_avatar,display_avatarLastChangedAt,display_name,display_nameLastChangedAt,gameID,gameIDLastChangedAt,name,nameLastChangedAt,original_group,original_groupLastChangedAt,phase,phaseLastChangedAt,phase_num,phase_numLastChangedAt,playerID,playerIDLastChangedAt,role,roleLastChangedAt,roundID,roundIDLastChangedAt,round_score,round_scoreLastChangedAt,social_guess,social_guessLastChangedAt,social_guess_correct,social_guess_correctLastChangedAt,social_original_group_listeners,social_original_group_listenersLastChangedAt,social_recognized_count,social_recognized_countLastChangedAt,social_round_score,social_round_scoreLastChangedAt,speaker_was_same_group,speaker_was_same_groupLastChangedAt,target,targetLastChangedAt,_sourceRun
01KJN8ZR046DR3QNNZHVYJG84R,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:01:21.668811376Z,0.0,2026-03-01T18:01:21.837951044Z,"[{""id"":""01KJN7B4V2673GK7HGVSG52R2P-1772388087954"",""text"":""bunnyears"",""timestamp"":1772388087954,""sender"":{""id"":""01KJN7B4V2673GK7HGVSG52R2P"",""name"":""Hera (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:01:32.363216629Z,,,,,B,2026-03-01T18:01:21.837951044Z,https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:01:21.837951044Z,Hera,2026-03-01T18:01:21.837951044Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T18:01:21.668811376Z,Hera,2026-03-01T18:01:21.837951044Z,B,2026-03-01T18:01:21.837951044Z,refgame,2026-03-01T18:01:21.837951044Z,2.0,2026-03-01T18:01:21.837951044Z,01KJN7B4V2673GK7HGVSG52R2P,2026-03-01T18:01:21.668811376Z,speaker,2026-03-01T18:01:21.837951044Z,01KJN7KYYA4F2NERJFZQJ023GY,2026-03-01T18:01:21.668811376Z,2.0,2026-03-01T18:01:32.363216629Z,,,,,,,,,,,,,page7-255,2026-03-01T18:01:21.837951044Z,20260301_132907
01KJN93XKHGXRJ11Y07R885PKE,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:03:38.481762435Z,5.0,2026-03-01T18:03:38.60443777Z,"[{""id"":""01KJN7A44GGBE9XR412KV5BFSC-1772388233698"",""text"":""bird beak pointing up"",""timestamp"":1772388233698,""sender"":{""id"":""01KJN7A44GGBE9XR412KV5BFSC"",""name"":""Bavi (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:04:07.680482707Z,,,,,B,2026-03-01T18:03:38.60443777Z,https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:03:38.60443777Z,Bavi,2026-03-01T18:03:38.60443777Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T18:03:38.481762435Z,Bavi,2026-03-01T18:03:38.60443777Z,B,2026-03-01T18:03:38.60443777Z,refgame,2026-03-01T18:03:38.60443777Z,1.0,2026-03-01T18:03:38.60443777Z,01KJN7A44GGBE9XR412KV5BFSC,2026-03-01T18:03:38.481762435Z,speaker,2026-03-01T18:03:38.60443777Z,01KJN7JJ1FP44XD8PJXNFE1281,2026-03-01T18:03:38.481762435Z,1.0,2026-03-01T18:04:07.680482707Z,,,,,,,,,,,,,page7-255,2026-03-01T18:03:38.60443777Z,20260301_132907
01KJN9BNA2TAWFERYG1BS9MQJ5,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:07:52.130851066Z,,,,,,,,,,,,,,,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:07:52.130851066Z,,,,,,,,,01KJN796KT7FCNV2F9QNCQDSES,2026-03-01T18:07:52.130851066Z,,,01KJN7K5QYJHXV5CARZ38T1JEN,2026-03-01T18:07:52.130851066Z,,,,,,,,,,,,,,,,,20260301_132907
01KJN9J2HVW0ZQX54VPBZH914R,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:11:22.299488376Z,1.0,2026-03-01T18:11:22.473866505Z,"[{""id"":""01KJN7AAX1VHZ1A7ZB35BNRH8N-1772388694993"",""text"":""hollow diamon..i thinkmultiple groups"",""timestamp"":1772388694993,""sender"":{""id"":""01KJN7AAX1VHZ1A7ZB35BNRH8N"",""name"":""Player (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/shapes/svg?seed=anon_block1_trial5_player5&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563""}}]",2026-03-01T18:11:43.043504278Z,page7-107,2026-03-01T18:11:40.905563446Z,True,2026-03-01T18:11:43.043504278Z,B,2026-03-01T18:11:22.473866505Z,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block1_trial5_player3&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:11:22.473866505Z,Player,2026-03-01T18:11:22.473866505Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T18:11:22.299488376Z,Player,2026-03-01T18:11:22.473866505Z,A,2026-03-01T18:11:22.473866505Z,refgame,2026-03-01T18:11:22.473866505Z,2.0,2026-03-01T18:11:22.473866505Z,01KJN79B14FBSYSKKCG2BYVBB6,2026-03-01T18:11:22.299488376Z,listener,2026-03-01T18:11:22.473866505Z,01KJN7JJ0ZHPHTDK0XMJNPQY31,2026-03-01T18:11:22.299488376Z,2.0,2026-03-01T18:11:43.043504278Z,different_group,2026-03-01T18:11:40.926745155Z,False,2026-03-01T18:11:43.043504278Z,,,,,0.0,2026-03-01T18:11:43.043504278Z,True,2026-03-01T18:11:43.043504278Z,page7-107,2026-03-01T18:11:22.473866505Z,20260301_132907
01KJN8ZN5FS1JF4E9DVBMRE0MM,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:01:18.767739539Z,5.0,2026-03-01T18:01:18.8855843Z,"[{""id"":""01KJN79ZDP3YNFFHHQA302PJDP-1772388090375"",""text"":""Diamond shaped item from earlier"",""timestamp"":1772388090375,""sender"":{""id"":""01KJN79ZDP3YNFFHHQA302PJDP"",""name"":""Nori (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=morgan&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:01:43.332345446Z,,,,,C,2026-03-01T18:01:18.8855843Z,https://api.dicebear.com/9.x/identicon/svg?seed=morgan&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:01:18.8855843Z,Nori,2026-03-01T18:01:18.8855843Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:01:18.767739539Z,Nori,2026-03-01T18:01:18.8855843Z,C,2026-03-01T18:01:18.8855843Z,refgame,2026-03-01T18:01:18.8855843Z,1.0,2026-03-01T18:01:18.8855843Z,01KJN79ZDP3YNFFHHQA302PJDP,2026-03-01T18:01:18.767739539Z,speaker,2026-03-01T18:01:18.8855843Z,01KJN7K5FY9W5FE9ETY2P4WBNM,2026-03-01T18:01:18.767739539Z,2.0,2026-03-01T18:01:43.332345446Z,,,,,,,,,,,,,page7-107,2026-03-01T18:01:18.8855843Z,20260301_132907
01KJN956WR7JQG4YF37W32RC81,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:04:20.760146471Z,5.0,2026-03-01T18:04:20.912124541Z,"[{""id"":""01KJN79ZDP3YNFFHHQA302PJDP-1772388288894"",""text"":""Rectangle shape with a large opening. Curves to the right like a slope"",""timestamp"":1772388288894,""sender"":{""id"":""01KJN79ZDP3YNFFHHQA302PJDP"",""name"":""Nori (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=morgan&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:05:06.515229503Z,page9-46,2026-03-01T18:05:00.756469069Z,True,2026-03-01T18:05:06.515229503Z,C,2026-03-01T18:04:20.912124541Z,https://api.dicebear.com/9.x/identicon/svg?seed=cole&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:04:20.912124541Z,Lika,2026-03-01T18:04:20.912124541Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:04:20.760146471Z,Lika,2026-03-01T18:04:20.912124541Z,C,2026-03-01T18:04:20.912124541Z,refgame,2026-03-01T18:04:20.912124541Z,1.0,2026-03-01T18:04:20.912124541Z,01KJN78M7563R5D9TQE5G142DA,2026-03-01T18:04:20.760146471Z,listener,2026-03-01T18:04:20.912124541Z,01KJN7K5JWFN5D8CSNKKGAEAS0,2026-03-01T18:04:20.760146471Z,2.0,2026-03-01T18:05:06.515229503Z,,,,,,,,,,,,,page9-46,2026-03-01T18:04:20.912124541Z,20260301_132907
01KJN9BJF04EP9JAWTQX1HPQ7Y,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:07:49.216126047Z,4.0,2026-03-01T18:07:49.359157109Z,"[{""id"":""01KJN79ZRTRDMY6RH8ZCYCM9NV-1772388474273"",""text"":""treehouse"",""timestamp"":1772388474273,""sender"":{""id"":""01KJN79ZRTRDMY6RH8ZCYCM9NV"",""name"":""Minu (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=katherine&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:08:04.310465906Z,,,,,A,2026-03-01T18:07:49.359157109Z,https://api.dicebear.com/9.x/identicon/svg?seed=katherine&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:07:49.359157109Z,Minu,2026-03-01T18:07:49.359157109Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T18:07:49.216126047Z,Minu,2026-03-01T18:07:49.359157109Z,A,2026-03-01T18:07:49.359157109Z,refgame,2026-03-01T18:07:49.359157109Z,2.0,2026-03-01T18:07:49.359157109Z,01KJN79ZRTRDMY6RH8ZCYCM9NV,2026-03-01T18:07:49.216126047Z,speaker,2026-03-01T18:07:49.359157109Z,01KJN7KZ5X7KJG8NWSNPRZKCCR,2026-03-01T18:07:49.216126047Z,2.0,2026-03-01T18:08:04.310465906Z,,,,,,,,,,,,,page3-35,2026-03-01T18:07:49.359157109Z,20260301_132907
01KJN9NZYE7T4NYWZ5N812EAK7,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:13:30.702603546Z,3.0,2026-03-01T18:13:30.906390185Z,"[{""id"":""01KJN79Y7T0VZNKHTSJRZWTDZ5-1772388816204"",""text"":""praying"",""timestamp"":1772388816204,""sender"":{""id"":""01KJN79Y7T0VZNKHTSJRZWTDZ5"",""name"":""Player (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/shapes/svg?seed=anon_block3_trial3_player2&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563""}}]",2026-03-01T18:13:40.981472962Z,page-B,2026-03-01T18:13:39.426359963Z,True,2026-03-01T18:13:40.981472962Z,A,2026-03-01T18:13:30.906390185Z,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block3_trial3_player1&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:13:30.906390185Z,Player,2026-03-01T18:13:30.906390185Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:13:30.702603546Z,Player,2026-03-01T18:13:30.906390185Z,A,2026-03-01T18:13:30.906390185Z,refgame,2026-03-01T18:13:30.906390185Z,2.0,2026-03-01T18:13:30.906390185Z,01KJN78JVY5FN5QXW9XGGE72RG,2026-03-01T18:13:30.702603546Z,listener,2026-03-01T18:13:30.906390185Z,01KJN7K5KV1DMM3M0MZ8H6JHST,2026-03-01T18:13:30.702603546Z,2.0,2026-03-01T18:13:40.981472962Z,,,,,,,,,,,,,page-B,2026-03-01T18:13:30.906390185Z,20260301_132907
01KJN8DZYQB7GWBX0E92XEQRGS,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:51:39.991560759Z,3.0,2026-03-01T17:51:40.055946627Z,"[{""id"":""01KJN7C40WEQBDF48ACG18M0EV-1772387515116"",""text"":""Slightly askew square on top"",""timestamp"":1772387515116,""sender"":{""id"":""01KJN7C40WEQBDF48ACG18M0EV"",""name"":""Hera (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T17:52:07.939266441Z,page-B,2026-03-01T17:52:05.530865259Z,True,2026-03-01T17:52:07.939266441Z,B,2026-03-01T17:51:40.055946627Z,https://api.dicebear.com/9.x/identicon/svg?seed=kaylee&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:51:40.055946627Z,Zuda,2026-03-01T17:51:40.055946627Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:51:39.991560759Z,Zuda,2026-03-01T17:51:40.055946627Z,B,2026-03-01T17:51:40.055946627Z,refgame,2026-03-01T17:51:40.055946627Z,1.0,2026-03-01T17:51:40.055946627Z,01KJN792W85XPK9QGH8A6HSYSJ,2026-03-01T17:51:39.991560759Z,listener,2026-03-01T17:51:40.055946627Z,01KJN7JJ0QKQ5P6F29RGF08AK3,2026-03-01T17:51:39.991560759Z,2.0,2026-03-01T17:52:07.939266441Z,,,,,,,,,,,,,page-B,2026-03-01T17:51:40.055946627Z,20260301_132907
01KJN90PD14TGMV3AZZ1PCPK9M,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:01:52.801646111Z,5.0,2026-03-01T18:01:52.861777319Z,"[{""id"":""01KJN7A44GGBE9XR412KV5BFSC-1772388124050"",""text"":""diamond hole in middle"",""timestamp"":1772388124050,""sender"":{""id"":""01KJN7A44GGBE9XR412KV5BFSC"",""name"":""Bavi (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:02:13.790451453Z,page7-107,2026-03-01T18:02:07.293345584Z,True,2026-03-01T18:02:13.790451453Z,B,2026-03-01T18:01:52.861777319Z,https://api.dicebear.com/9.x/identicon/svg?seed=kaylee&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:01:52.861777319Z,Zuda,2026-03-01T18:01:52.861777319Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T18:01:52.801646111Z,Zuda,2026-03-01T18:01:52.861777319Z,B,2026-03-01T18:01:52.861777319Z,refgame,2026-03-01T18:01:52.861777319Z,1.0,2026-03-01T18:01:52.861777319Z,01KJN792W85XPK9QGH8A6HSYSJ,2026-03-01T18:01:52.801646111Z,listener,2026-03-01T18:01:52.861777319Z,01KJN7JJ1QAVBM4RS4B0A8K9MV,2026-03-01T18:01:52.801646111Z,2.0,2026-03-01T18:02:13.790451453Z,,,,,,,,,,,,,page7-107,2026-03-01T18:01:52.861777319Z,20260301_132907
01KJN91V0ZW3T712XBJSEBZMX2,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:02:30.303303351Z,5.0,2026-03-01T18:02:30.455344255Z,"[{""id"":""01KJN78JVY5FN5QXW9XGGE72RG-1772388170205"",""text"":""tipped over bottle"",""timestamp"":1772388170205,""sender"":{""id"":""01KJN78JVY5FN5QXW9XGGE72RG"",""name"":""Laju (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=kayla&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:03:01.863492854Z,,,,,A,2026-03-01T18:02:30.455344255Z,https://api.dicebear.com/9.x/identicon/svg?seed=kayla&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:02:30.455344255Z,Laju,2026-03-01T18:02:30.455344255Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:02:30.303303351Z,Laju,2026-03-01T18:02:30.455344255Z,A,2026-03-01T18:02:30.455344255Z,refgame,2026-03-01T18:02:30.455344255Z,1.0,2026-03-01T18:02:30.455344255Z,01KJN78JVY5FN5QXW9XGGE72RG,2026-03-01T18:02:30.303303351Z,speaker,2026-03-01T18:02:30.455344255Z,01KJN7K5KHS8NZF1KQV836M65V,2026-03-01T18:02:30.303303351Z,2.0,2026-03-01T18:03:01.863492854Z,,,,,,,,,,,,,page5-28,2026-03-01T18:02:30.455344255Z,20260301_132907
01KJN9BQYWV9N7HXRS556836F5,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:07:54.844889695Z,0.0,2026-03-01T18:07:55.022835676Z,"[{""id"":""01KJN79J529BWBWTESKB6D9MB7-1772388483911"",""text"":""backward c"",""timestamp"":1772388483911,""sender"":{""id"":""01KJN79J529BWBWTESKB6D9MB7"",""name"":""Player (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/shapes/svg?seed=anon_block0_trial4_player2&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563""}}]",2026-03-01T18:08:15.726196707Z,page9-46,2026-03-01T18:08:08.974942058Z,True,2026-03-01T18:08:15.726196707Z,A,2026-03-01T18:07:55.022835676Z,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block0_trial4_player0&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:07:55.022835676Z,Player,2026-03-01T18:07:55.022835676Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T18:07:54.844889695Z,Player,2026-03-01T18:07:55.022835676Z,C,2026-03-01T18:07:55.022835676Z,refgame,2026-03-01T18:07:55.022835676Z,2.0,2026-03-01T18:07:55.022835676Z,01KJN78DQ6KC0F9N1HA0BPB44R,2026-03-01T18:07:54.844889695Z,listener,2026-03-01T18:07:55.022835676Z,01KJN7JJ1R0ZCD3D5GW7K272MC,2026-03-01T18:07:54.844889695Z,2.0,2026-03-01T18:08:15.726196707Z,same_group,2026-03-01T18:08:09.054188542Z,True,2026-03-01T18:08:15.726196707Z,,,,,6.0,2026-03-01T18:08:15.726196707Z,True,2026-03-01T18:08:15.726196707Z,page9-46,2026-03-01T18:07:55.022835676Z,20260301_132907
01KJN9DMJG7F4FSKXEB4ZVS4B9,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:08:56.912473345Z,5.0,2026-03-01T18:08:57.063493982Z,"[{""id"":""01KJN7B32C1C5254NSG6ZK1GRK-1772388542800"",""text"":""camera"",""timestamp"":1772388542800,""sender"":{""id"":""01KJN7B32C1C5254NSG6ZK1GRK"",""name"":""Laju (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=kayla&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:09:07.7627262Z,page5-28,2026-03-01T18:09:02.960172946Z,True,2026-03-01T18:09:07.7627262Z,A,2026-03-01T18:08:57.063493982Z,https://api.dicebear.com/9.x/identicon/svg?seed=aria&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:08:57.063493982Z,Repi,2026-03-01T18:08:57.063493982Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T18:08:56.912473345Z,Repi,2026-03-01T18:08:57.063493982Z,A,2026-03-01T18:08:57.063493982Z,refgame,2026-03-01T18:08:57.063493982Z,2.0,2026-03-01T18:08:57.063493982Z,01KJN79PCAAMFX7P2QF70Y3HJM,2026-03-01T18:08:56.912473345Z,listener,2026-03-01T18:08:57.063493982Z,01KJN7KZ4GGBX7W2AQKMGYBFMR,2026-03-01T18:08:56.912473345Z,2.0,2026-03-01T18:09:07.7627262Z,,,,,,,,,,,,,page5-28,2026-03-01T18:08:57.063493982Z,20260301_132907
01KJN9NE41Y2X08XBDEFG03QTY,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:13:12.449971068Z,,,,,,,,,,,,,,,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T18:13:12.449971068Z,,,,,,,,,01KJN79ZDP3YNFFHHQA302PJDP,2026-03-01T18:13:12.449971068Z,,,01KJN7K5JRJN9SQSEXHP0BHV6E,2026-03-01T18:13:12.449971068Z,,,,,,,,,,,,,,,,,20260301_132907
01KJN9C4ZTTB1K1E30RPCQ4DGG,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T18:08:08.186919624Z,4.0,2026-03-01T18:08:08.248342307Z,"[{""id"":""01KJN77XQHYQ5TVVY4HZM02E7R-1772388493143"",""text"":""ninja"",""timestamp"":1772388493143,""sender"":{""id"":""01KJN77XQHYQ5TVVY4HZM02E7R"",""name"":""Felu (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=noah&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T18:08:19.741203617Z,page7-255,2026-03-01T18:08:16.346636695Z,True,2026-03-01T18:08:19.741203617Z,C,2026-03-01T18:08:08.248342307Z,https://api.dicebear.com/9.x/identicon/svg?seed=cole&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T18:08:08.248342307Z,Lika,2026-03-01T18:08:08.248342307Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T18:08:08.186919624Z,Lika,2026-03-01T18:08:08.248342307Z,C,2026-03-01T18:08:08.248342307Z,refgame,2026-03-01T18:08:08.248342307Z,2.0,2026-03-01T18:08:08.248342307Z,01KJN79ZQD1E4YD03FE5CGJY8K,2026-03-01T18:08:08.186919624Z,listener,2026-03-01T18:08:08.248342307Z,01KJN7KZ5M1XWQ8FNDY900FYQM,2026-03-01T18:08:08.186919624Z,2.0,2026-03-01T18:08:19.741203617Z,,,,,,,,,,,,,page7-255,2026-03-01T18:08:08.248342307Z,20260301_132907
01KJN7RTRZEVJQMYAQDK1NYJX5,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:40:06.559870425Z,0.0,2026-03-01T17:40:06.631545486Z,"[{""id"":""01KJN78B0TFR8F59JDGD057XNS-1772386834349"",""text"":""in the upper left of this figure, there is a rectangle cut out. upper right, looks like a triangle butted up against it."",""timestamp"":1772386834349,""sender"":{""id"":""01KJN78B0TFR8F59JDGD057XNS"",""name"":""Repi (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=aria&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T17:40:51.912084439Z,,,,,A,2026-03-01T17:40:06.631545486Z,https://api.dicebear.com/9.x/identicon/svg?seed=aria&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:40:06.631545486Z,Repi,2026-03-01T17:40:06.631545486Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:40:06.559870425Z,Repi,2026-03-01T17:40:06.631545486Z,A,2026-03-01T17:40:06.631545486Z,refgame,2026-03-01T17:40:06.631545486Z,1.0,2026-03-01T17:40:06.631545486Z,01KJN78B0TFR8F59JDGD057XNS,2026-03-01T17:40:06.559870425Z,speaker,2026-03-01T17:40:06.631545486Z,01KJN7K5JCNXJGPF3SH23VVTP4,2026-03-01T17:40:06.559870425Z,0.0,2026-03-01T17:40:51.912084439Z,,,,,,,,,,,,,page7-255,2026-03-01T17:40:06.631545486Z,20260301_132907
01KJN8M4HXGZRXABBEQR5S89TD,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:55:01.309346859Z,3.0,2026-03-01T17:55:01.410769354Z,"[{""id"":""01KJN79J529BWBWTESKB6D9MB7-1772387718726"",""text"":""large rectangle to the left, small square, rhombous right"",""timestamp"":1772387718726,""sender"":{""id"":""01KJN79J529BWBWTESKB6D9MB7"",""name"":""Lika (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=cole&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T17:55:43.24091517Z,,,,,C,2026-03-01T17:55:01.410769354Z,https://api.dicebear.com/9.x/identicon/svg?seed=cole&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:55:01.410769354Z,Lika,2026-03-01T17:55:01.410769354Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:55:01.309346859Z,Lika,2026-03-01T17:55:01.410769354Z,C,2026-03-01T17:55:01.410769354Z,refgame,2026-03-01T17:55:01.410769354Z,1.0,2026-03-01T17:55:01.410769354Z,01KJN79J529BWBWTESKB6D9MB7,2026-03-01T17:55:01.309346859Z,speaker,2026-03-01T17:55:01.410769354Z,01KJN7JJ4ABAFV6YM5DS9T3RJP,2026-03-01T17:55:01.309346859Z,2.0,2026-03-01T17:55:43.24091517Z,,,,,,,,,,,,,page5-28,2026-03-01T17:55:01.410769354Z,20260301_132907
01KJN7WKHTSWSZXZ4M1AWK4HCS,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:42:10.234900621Z,0.0,2026-03-01T17:42:10.264544025Z,"[{""id"":""01KJN7AAWT4GWKRZ7B9775509P-1772386936455"",""text"":""hello"",""timestamp"":1772386936455,""sender"":{""id"":""01KJN7AAWT4GWKRZ7B9775509P"",""name"":""Zuda (Listener)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=kaylee&backgroundColor=e0f2fe&rowColor=0369a1""}},{""id"":""01KJN7BYA5X3A2G30KZECRY2HY-1772386937555"",""text"":""hi"",""timestamp"":1772386937555,""sender"":{""id"":""01KJN7BYA5X3A2G30KZECRY2HY"",""name"":""Bavi (Listener)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1""}},{""id"":""01KJN7B4V2673GK7HGVSG52R2P-1772386949036"",""text"":""its the only one with just a square at the top. the square is tilted"",""timestamp"":1772386949036,""sender"":{""id"":""01KJN7B4V2673GK7HGVSG52R2P"",""name"":""Hera (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1""}},{""id"":""01KJN7B4V2673GK7HGVSG52R2P-1772386958647"",""text"":""and there is a triangle next to it on top barely touching"",""timestamp"":1772386958647,""sender"":{""id"":""01KJN7B4V2673GK7HGVSG52R2P"",""name"":""Hera (Speaker)"",""avatar"":""https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1""}}]",2026-03-01T17:42:55.544763322Z,page4-15,2026-03-01T17:42:40.136985669Z,False,2026-03-01T17:42:55.544763322Z,B,2026-03-01T17:42:10.264544025Z,https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:42:10.264544025Z,Bavi,2026-03-01T17:42:10.264544025Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:42:10.234900621Z,Bavi,2026-03-01T17:42:10.264544025Z,B,2026-03-01T17:42:10.264544025Z,refgame,2026-03-01T17:42:10.264544025Z,1.0,2026-03-01T17:42:10.264544025Z,01KJN7BYA5X3A2G30KZECRY2HY,2026-03-01T17:42:10.234900621Z,listener,2026-03-01T17:42:10.264544025Z,01KJN7KZ574PYN6K4M6G2QP8KT,2026-03-01T17:42:10.234900621Z,0.0,2026-03-01T17:42:55.544763322Z,,,,,,,,,,,,,page-B,2026-03-01T17:42:10.264544025Z,20260301_132907
