group_id,round_num,block_num,target,speaker_id,listener_id,selection,correct,parse_error
G08,29,4,page3-35,1,2,page3-193,False,False
G08,30,5,page5-28,2,0,page5-28,True,False
G08,30,5,page5-28,2,1,page9-7,False,False
G08,31,5,page-B,2,0,page-B,True,False
G08,31,5,page-B,2,1,page-B,True,False
G08,32,5,page7-107,2,0,page3-193,False,False
G08,32,5,page7-107,2,1,page5-64,False,False
G08,33,5,page7-255,2,0,page7-255,True,False
G08,33,5,page7-255,2,1,page5-142,False,False
G08,34,5,page3-35,2,0,page3-35,True,False
G08,34,5,page3-35,2,1,page4-157,False,False
G08,35,5,page9-46,2,0,page9-46,True,False
G08,35,5,page9-46,2,1,page7-26,False,False
G09,0,0,page5-28,0,1,page5-63,False,False
G09,0,0,page5-28,0,2,page5-64,False,False
G09,1,0,page-B,0,1,page7-107,False,False
G09,1,0,page-B,0,2,page7-255,False,False
G09,2,0,page7-255,0,1,page5-64,False,False
G09,2,0,page7-255,0,2,page5-142,False,False
G09,3,0,page7-107,0,1,page4-157,False,False
G09,3,0,page7-107,0,2,page4-15,False,False
G09,4,0,page3-35,0,1,page3-121,False,False
G09,4,0,page3-35,0,2,page9-46,False,False
G09,5,0,page9-46,0,1,page-B,False,False
G09,5,0,page9-46,0,2,page9-46,True,False
G09,6,1,page-B,1,0,page-B,True,False
G09,6,1,page-B,1,2,page-B,True,False
G09,7,1,page3-35,1,0,page3-35,True,False
G09,7,1,page3-35,1,2,page3-35,True,False
G09,8,1,page7-255,1,0,page3-193,False,False
G09,8,1,page7-255,1,2,page5-142,False,False
G09,9,1,page5-28,1,0,page5-28,True,False
G09,9,1,page5-28,1,2,page5-28,True,False
G09,10,1,page9-46,1,0,page9-46,True,False
G09,10,1,page9-46,1,2,page9-46,True,False
G09,11,1,page7-107,1,0,page7-107,True,False
G09,11,1,page7-107,1,2,page7-107,True,False
G09,12,2,page7-255,2,0,page7-26,False,False
G09,12,2,page7-255,2,1,page7-255,True,False
G09,13,2,page7-107,2,0,page7-255,False,False
G09,13,2,page7-107,2,1,page5-63,False,False
G09,14,2,page-B,2,0,page-B,True,False
G09,14,2,page-B,2,1,page-B,True,False
G09,15,2,page5-28,2,0,page5-64,False,False
G09,15,2,page5-28,2,1,page5-28,True,False
G09,16,2,page9-46,2,0,page9-46,True,False
G09,16,2,page9-46,2,1,page9-46,True,False
G09,17,2,page3-35,2,0,page3-35,True,False
G09,17,2,page3-35,2,1,page5-63,False,False
G09,18,3,page9-46,0,1,page9-46,True,False
G09,18,3,page9-46,0,2,page9-46,True,False
G09,19,3,page-B,0,1,page-B,True,False
G09,19,3,page-B,0,2,page-B,True,False
G09,20,3,page5-28,0,1,page5-28,True,False
G09,20,3,page5-28,0,2,page5-28,True,False
G09,21,3,page7-107,0,1,page7-107,True,False
G09,21,3,page7-107,0,2,page4-15,False,False
G09,22,3,page3-35,0,1,page3-35,True,False
G09,22,3,page3-35,0,2,page3-35,True,False
G09,23,3,page7-255,0,1,page7-255,True,False
G09,23,3,page7-255,0,2,page7-255,True,False
G09,24,4,page5-28,1,0,page5-28,True,False
G09,24,4,page5-28,1,2,page5-28,True,False
G09,25,4,page-B,1,0,page-B,True,False
G09,25,4,page-B,1,2,page-B,True,False
G09,26,4,page9-46,1,0,page9-46,True,False
G09,26,4,page9-46,1,2,page9-46,True,False
G09,27,4,page7-255,1,0,page7-255,True,False
G09,27,4,page7-255,1,2,page7-255,True,False
G09,28,4,page3-35,1,0,page3-35,True,False
G09,28,4,page3-35,1,2,page3-35,True,False
G09,29,4,page7-107,1,0,page7-107,True,False
G09,29,4,page7-107,1,2,page7-107,True,False
G09,30,5,page9-46,2,0,page9-46,True,False
G09,30,5,page9-46,2,1,page9-46,True,False
G09,31,5,page7-255,2,0,page7-255,True,False
G09,31,5,page7-255,2,1,page7-255,True,False
G09,32,5,page-B,2,0,page-B,True,False
G09,32,5,page-B,2,1,page-B,True,False
G09,33,5,page7-107,2,0,page7-107,True,False
G09,33,5,page7-107,2,1,page4-157,False,False
G09,34,5,page5-28,2,0,page5-64,False,False
G09,34,5,page5-28,2,1,page5-28,True,False
G09,35,5,page3-35,2,0,page3-35,True,False
G09,35,5,page3-35,2,1,page3-35,True,False
G10,0,0,page7-107,0,1,page9-7,False,False
G10,0,0,page7-107,0,2,page7-26,False,False
G10,1,0,page9-46,0,1,page5-64,False,False
G10,1,0,page9-46,0,2,page5-64,False,False
G10,2,0,page3-35,0,1,page3-121,False,False
G10,2,0,page3-35,0,2,page5-28,False,False
G10,3,0,page-B,0,1,page6-149,False,False
G10,3,0,page-B,0,2,page-B,True,False
G10,4,0,page7-255,0,1,page3-193,False,False
G10,4,0,page7-255,0,2,page7-26,False,False
G10,5,0,page5-28,0,1,page4-15,False,False
G10,5,0,page5-28,0,2,page5-63,False,False
G10,6,1,page9-46,1,0,page3-121,False,False
G10,6,1,page9-46,1,2,page4-15,False,False
G10,7,1,page5-28,1,0,page6-149,False,False
G10,7,1,page5-28,1,2,page4-15,False,False
G10,8,1,page-B,1,0,page-B,True,False
G10,8,1,page-B,1,2,page7-26,False,False
G10,9,1,page7-255,1,0,page7-255,True,False
G10,9,1,page7-255,1,2,page7-255,True,False
G10,10,1,page7-107,1,0,page7-107,True,False
G10,10,1,page7-107,1,2,page4-15,False,False
G10,11,1,page3-35,1,0,page3-35,True,False
G10,11,1,page3-35,1,2,page3-35,True,False
G10,12,2,page5-28,2,0,page5-28,True,False
G10,12,2,page5-28,2,1,page4-15,False,False
G10,13,2,page7-255,2,0,page7-255,True,False
G10,13,2,page7-255,2,1,page7-255,True,False
G10,14,2,page-B,2,0,page-B,True,False
G10,14,2,page-B,2,1,page-B,True,False
G10,15,2,page7-107,2,0,page7-107,True,False
G10,15,2,page7-107,2,1,page7-107,True,False
G10,16,2,page3-35,2,0,page3-35,True,False
G10,16,2,page3-35,2,1,page6-149,False,False
G10,17,2,page9-46,2,0,page9-46,True,False
G10,17,2,page9-46,2,1,page9-46,True,False
G10,18,3,page7-107,0,1,page9-7,False,False
G10,18,3,page7-107,0,2,page9-7,False,False
G10,19,3,page5-28,0,1,page5-63,False,False
G10,19,3,page5-28,0,2,page5-28,True,False
G10,20,3,page3-35,0,1,page3-35,True,False
G10,20,3,page3-35,0,2,page3-35,True,False
G10,21,3,page-B,0,1,page-B,True,False
G10,21,3,page-B,0,2,page-B,True,False
G10,22,3,page7-255,0,1,page7-255,True,False
G10,22,3,page7-255,0,2,page7-255,True,False
G10,23,3,page9-46,0,1,page9-46,True,False
G10,23,3,page9-46,0,2,page9-46,True,False
G10,24,4,page5-28,1,0,page5-28,True,False
G10,24,4,page5-28,1,2,page5-28,True,False
G10,25,4,page7-255,1,0,page7-255,True,False
G10,25,4,page7-255,1,2,page7-26,False,False
G10,26,4,page7-107,1,0,page7-107,True,False
G10,26,4,page7-107,1,2,page7-107,True,False
G10,27,4,page9-46,1,0,page9-46,True,False
G10,27,4,page9-46,1,2,page9-46,True,False
G10,28,4,page3-35,1,0,page3-121,False,False
G10,28,4,page3-35,1,2,page3-35,True,False
G10,29,4,page-B,1,0,page-B,True,False
G10,29,4,page-B,1,2,page-B,True,False
G10,30,5,page9-46,2,0,page5-63,False,False
G10,30,5,page9-46,2,1,page6-149,False,False
G10,31,5,page5-28,2,0,page6-149,False,False
G10,31,5,page5-28,2,1,page5-142,False,False
G10,32,5,page7-255,2,0,page7-255,True,False
G10,32,5,page7-255,2,1,page7-255,True,False
G10,33,5,page7-107,2,0,page7-107,True,False
G10,33,5,page7-107,2,1,page7-107,True,False
G10,34,5,page-B,2,0,page-B,True,False
G10,34,5,page-B,2,1,page-B,True,False
G10,35,5,page3-35,2,0,page3-35,True,False
G10,35,5,page3-35,2,1,page3-121,False,False
G11,0,0,page7-107,0,1,page3-35,False,False
G11,0,0,page7-107,0,2,page3-121,False,False
G11,1,0,page3-35,0,1,page3-35,True,False
G11,1,0,page3-35,0,2,page4-157,False,False
G11,2,0,page7-255,0,1,page5-64,False,False
G11,2,0,page7-255,0,2,page5-142,False,False
G11,3,0,page-B,0,1,page3-121,False,False
G11,3,0,page-B,0,2,page3-193,False,False
G11,4,0,page5-28,0,1,page5-64,False,False
G11,4,0,page5-28,0,2,page3-193,False,False
G11,5,0,page9-46,0,1,page5-64,False,False
G11,5,0,page9-46,0,2,page5-64,False,False
G11,6,1,page7-107,1,0,page5-142,False,False
G11,6,1,page7-107,1,2,page7-107,True,False
G11,7,1,page5-28,1,0,page5-28,True,False
G11,7,1,page5-28,1,2,page5-28,True,False
G11,8,1,page9-46,1,0,page5-64,False,False
G11,8,1,page9-46,1,2,page5-64,False,False
G11,9,1,page3-35,1,0,page3-35,True,False
G11,9,1,page3-35,1,2,page3-193,False,False
G11,10,1,page-B,1,0,page5-142,False,False
G11,10,1,page-B,1,2,page-B,True,False
G11,11,1,page7-255,1,0,page7-255,True,False
G11,11,1,page7-255,1,2,page5-63,False,False
G11,12,2,page9-46,2,0,page9-46,True,False
G11,12,2,page9-46,2,1,page5-64,False,False
G11,13,2,page7-107,2,0,page7-107,True,False
G11,13,2,page7-107,2,1,page7-107,True,False
G11,14,2,page7-255,2,0,page7-255,True,False
G11,14,2,page7-255,2,1,page4-15,False,False
G11,15,2,page-B,2,0,page-B,True,False
G11,15,2,page-B,2,1,page-B,True,False
G11,16,2,page5-28,2,0,page5-28,True,False
G11,16,2,page5-28,2,1,page5-28,True,False
G11,17,2,page3-35,2,0,page3-35,True,False
G11,17,2,page3-35,2,1,page3-35,True,False
G11,18,3,page3-35,0,1,page6-149,False,False
G11,18,3,page3-35,0,2,page3-35,True,False
G11,19,3,page5-28,0,1,page9-46,False,False
G11,19,3,page5-28,0,2,page3-121,False,False
G11,20,3,page7-255,0,1,page7-255,True,False
G11,20,3,page7-255,0,2,page7-255,True,False
G11,21,3,page9-46,0,1,page5-64,False,False
G11,21,3,page9-46,0,2,page9-46,True,False
G11,22,3,page-B,0,1,page4-15,False,False
G11,22,3,page-B,0,2,page-B,True,False
G11,23,3,page7-107,0,1,page7-107,True,False
G11,23,3,page7-107,0,2,page7-107,True,False
G11,24,4,page9-46,1,0,page9-46,True,False
G11,24,4,page9-46,1,2,page5-64,False,False
G11,25,4,page7-255,1,0,page7-255,True,False
G11,25,4,page7-255,1,2,page7-255,True,False
G11,26,4,page7-107,1,0,page7-107,True,False
G11,26,4,page7-107,1,2,page7-107,True,False
G11,27,4,page-B,1,0,page4-15,False,False
G11,27,4,page-B,1,2,page3-193,False,False
G11,28,4,page5-28,1,0,page5-28,True,False
G11,28,4,page5-28,1,2,page5-28,True,False
G11,29,4,page3-35,1,0,page3-35,True,False
G11,29,4,page3-35,1,2,page3-35,True,False
G11,30,5,page5-28,2,0,page5-28,True,False
G11,30,5,page5-28,2,1,page5-28,True,False
G11,31,5,page7-255,2,0,page7-255,True,False
G11,31,5,page7-255,2,1,page7-255,True,False
G11,32,5,page3-35,2,0,page3-35,True,False
G11,32,5,page3-35,2,1,page3-35,True,False
G11,33,5,page-B,2,0,page-B,True,False
G11,33,5,page-B,2,1,page-B,True,False
G11,34,5,page9-46,2,0,page9-46,True,False
G11,34,5,page9-46,2,1,page9-46,True,False
G11,35,5,page7-107,2,0,page7-107,True,False
G11,35,5,page7-107,2,1,page4-15,False,False
G12,0,0,page3-35,0,1,page7-107,False,False
G12,0,0,page3-35,0,2,page7-26,False,False
G12,1,0,page5-28,0,1,page7-255,False,False
G12,1,0,page5-28,0,2,page9-7,False,False
G12,2,0,page7-255,0,1,page5-142,False,False
G12,2,0,page7-255,0,2,page-B,False,False
G12,3,0,page7-107,0,1,page-B,False,False
G12,3,0,page7-107,0,2,page-B,False,False
G12,4,0,page-B,0,1,page9-46,False,False
G12,4,0,page-B,0,2,page7-26,False,False
G12,5,0,page9-46,0,1,page6-149,False,False
G12,5,0,page9-46,0,2,page5-63,False,False
G12,6,1,page5-28,1,0,page5-28,True,False
G12,6,1,page5-28,1,2,page5-28,True,False
G12,7,1,page7-255,1,0,page4-157,False,False
G12,7,1,page7-255,1,2,page4-157,False,False
G12,8,1,page3-35,1,0,page5-63,False,False
G12,8,1,page3-35,1,2,page3-121,False,False
G12,9,1,page7-107,1,0,page7-107,True,False
G12,9,1,page7-107,1,2,page7-107,True,False
G12,10,1,page9-46,1,0,page9-46,True,False
G12,10,1,page9-46,1,2,page9-46,True,False
G12,11,1,page-B,1,0,page-B,True,False
G12,11,1,page-B,1,2,page4-15,False,False
G12,12,2,page-B,2,0,page6-149,False,False
G12,12,2,page-B,2,1,page3-193,False,False
G12,13,2,page7-255,2,0,page6-149,False,False
G12,13,2,page7-255,2,1,page4-157,False,False
G12,14,2,page5-28,2,0,page5-28,True,False
G12,14,2,page5-28,2,1,page7-255,False,False
G12,15,2,page3-35,2,0,page7-26,False,False
G12,15,2,page3-35,2,1,page3-35,True,False
G12,16,2,page9-46,2,0,page9-46,True,False
G12,16,2,page9-46,2,1,page9-46,True,False
G12,17,2,page7-107,2,0,page7-107,True,False
G12,17,2,page7-107,2,1,page7-26,False,False
G12,18,3,page7-255,0,1,page7-255,True,False
G12,18,3,page7-255,0,2,page7-255,True,False
G12,19,3,page5-28,0,1,page9-7,False,False
G12,19,3,page5-28,0,2,page5-28,True,False
G12,20,3,page3-35,0,1,page3-121,False,False
G12,20,3,page3-35,0,2,page9-7,False,False
G12,21,3,page9-46,0,1,page5-64,False,False
G12,21,3,page9-46,0,2,page9-46,True,False
G12,22,3,page7-107,0,1,page7-107,True,False
G12,22,3,page7-107,0,2,page7-107,True,False
G12,23,3,page-B,0,1,page-B,True,False
G12,23,3,page-B,0,2,page-B,True,False
G12,24,4,page5-28,1,0,page6-149,False,False
G12,24,4,page5-28,1,2,page5-28,True,False
G12,25,4,page7-255,1,0,page7-255,True,False
G12,25,4,page7-255,1,2,page4-15,False,False
G12,26,4,page9-46,1,0,page9-46,True,False
G12,26,4,page9-46,1,2,page5-63,False,False
G12,27,4,page3-35,1,0,page9-7,False,False
G12,27,4,page3-35,1,2,page3-35,True,False
G12,28,4,page-B,1,0,page-B,True,False
G12,28,4,page-B,1,2,page-B,True,False
G12,29,4,page7-107,1,0,page7-107,True,False
G12,29,4,page7-107,1,2,page7-107,True,False
G12,30,5,page3-35,2,0,page9-7,False,False
G12,30,5,page3-35,2,1,page3-35,True,False
G12,31,5,page9-46,2,0,page9-46,True,False
G12,31,5,page9-46,2,1,page9-46,True,False
G12,32,5,page7-255,2,0,page7-255,True,False
G12,32,5,page7-255,2,1,page7-255,True,False
G12,33,5,page5-28,2,0,page5-28,True,False
G12,33,5,page5-28,2,1,page5-28,True,False
G12,34,5,page-B,2,0,page-B,True,False
G12,34,5,page-B,2,1,page3-193,False,False
G12,35,5,page7-107,2,0,page7-107,True,False
G12,35,5,page7-107,2,1,page7-107,True,False
G13,0,0,page-B,0,1,page7-26,False,False
G13,0,0,page-B,0,2,page-B,True,False
G13,1,0,page7-255,0,1,page5-64,False,False
G13,1,0,page7-255,0,2,page5-142,False,False
G13,2,0,page9-46,0,1,page5-142,False,False
G13,2,0,page9-46,0,2,page5-28,False,False
G13,3,0,page3-35,0,1,page9-7,False,False
G13,3,0,page3-35,0,2,page5-142,False,False
G13,4,0,page5-28,0,1,page3-121,False,False
G13,4,0,page5-28,0,2,page3-193,False,False
G13,5,0,page7-107,0,1,page3-193,False,False
G13,5,0,page7-107,0,2,page3-121,False,False
G13,6,1,page3-35,1,0,page9-7,False,False
G13,6,1,page3-35,1,2,page3-35,True,False
G13,7,1,page5-28,1,0,page3-121,False,False
G13,7,1,page5-28,1,2,page5-28,True,False
G13,8,1,page7-255,1,0,page7-255,True,False
G13,8,1,page7-255,1,2,page7-255,True,False
G13,9,1,page-B,1,0,page4-157,False,False
G13,9,1,page-B,1,2,page-B,True,False
G13,10,1,page7-107,1,0,page4-15,False,False
G13,10,1,page7-107,1,2,page5-64,False,False
G13,11,1,page9-46,1,0,page9-46,True,False
G13,11,1,page9-46,1,2,page9-46,True,False
G13,12,2,page-B,2,0,page-B,True,False
G13,12,2,page-B,2,1,page-B,True,False
G13,13,2,page7-255,2,0,page7-255,True,False
G13,13,2,page7-255,2,1,page7-255,True,False
G13,14,2,page7-107,2,0,page5-64,False,False
G13,14,2,page7-107,2,1,page4-15,False,False
G13,15,2,page9-46,2,0,page6-149,False,False
G13,15,2,page9-46,2,1,page9-46,True,False
G13,16,2,page3-35,2,0,page6-149,False,False
G13,16,2,page3-35,2,1,page3-35,True,False
G13,17,2,page5-28,2,0,page5-28,True,False
G13,17,2,page5-28,2,1,page5-64,False,False
G13,18,3,page-B,0,1,page-B,True,False
G13,18,3,page-B,0,2,page-B,True,False
G13,19,3,page7-255,0,1,page7-255,True,False
G13,19,3,page7-255,0,2,page7-255,True,False
G13,20,3,page3-35,0,1,page3-35,True,False
G13,20,3,page3-35,0,2,page3-35,True,False
G13,21,3,page7-107,0,1,page4-15,False,False
G13,21,3,page7-107,0,2,page7-107,True,False
G13,22,3,page9-46,0,1,page9-46,True,False
G13,22,3,page9-46,0,2,page9-46,True,False
G13,23,3,page5-28,0,1,page5-28,True,False
G13,23,3,page5-28,0,2,page5-28,True,False
G13,24,4,page-B,1,0,page-B,True,False
G13,24,4,page-B,1,2,page-B,True,False
G13,25,4,page9-46,1,0,page9-46,True,False
G13,25,4,page9-46,1,2,page9-46,True,False
G13,26,4,page3-35,1,0,page3-35,True,False
G13,26,4,page3-35,1,2,page3-35,True,False
G13,27,4,page5-28,1,0,page5-28,True,False
G13,27,4,page5-28,1,2,page5-28,True,False
G13,28,4,page7-255,1,0,page7-255,True,False
G13,28,4,page7-255,1,2,page7-255,True,False
G13,29,4,page7-107,1,0,page7-107,True,False
G13,29,4,page7-107,1,2,page7-107,True,False
G13,30,5,page9-46,2,0,page6-149,False,False
G13,30,5,page9-46,2,1,page9-46,True,False
G13,31,5,page7-107,2,0,page7-107,True,False
G13,31,5,page7-107,2,1,page7-107,True,False
G13,32,5,page7-255,2,0,page7-255,True,False
G13,32,5,page7-255,2,1,page7-255,True,False
G13,33,5,page3-35,2,0,page5-142,False,False
G13,33,5,page3-35,2,1,page3-35,True,False
G13,34,5,page-B,2,0,page-B,True,False
G13,34,5,page-B,2,1,page4-157,False,False
G13,35,5,page5-28,2,0,page5-28,True,False
G13,35,5,page5-28,2,1,page3-121,False,False
G14,0,0,page7-255,0,1,page4-157,False,False
G14,0,0,page7-255,0,2,page3-121,False,False
G14,1,0,page7-107,0,1,page9-46,False,False
G14,1,0,page7-107,0,2,page5-64,False,False
G14,2,0,page5-28,0,1,page4-157,False,False
G14,2,0,page5-28,0,2,page5-63,False,False
G14,3,0,page3-35,0,1,page3-193,False,False
G14,3,0,page3-35,0,2,page3-193,False,False
G14,4,0,page-B,0,1,page4-157,False,False
G14,4,0,page-B,0,2,page9-7,False,False
G14,5,0,page9-46,0,1,page7-26,False,False
G14,5,0,page9-46,0,2,page3-121,False,False
G14,6,1,page9-46,1,0,page9-46,True,False
G14,6,1,page9-46,1,2,page9-7,False,False
G14,7,1,page7-107,1,0,page5-63,False,False
G14,7,1,page7-107,1,2,page5-64,False,False
G14,8,1,page3-35,1,0,page3-35,True,False
G14,8,1,page3-35,1,2,page3-35,True,False
G14,9,1,page7-255,1,0,page5-64,False,False
G14,9,1,page7-255,1,2,page7-255,True,False
G14,10,1,page5-28,1,0,page5-28,True,False
G14,10,1,page5-28,1,2,page5-28,True,False
G14,11,1,page-B,1,0,page7-26,False,False
G14,11,1,page-B,1,2,page3-193,False,False
G14,12,2,page9-46,2,0,page9-46,True,False
G14,12,2,page9-46,2,1,page9-46,True,False
G14,13,2,page7-107,2,0,page5-64,False,False
G14,13,2,page7-107,2,1,page7-107,True,False
G14,14,2,page-B,2,0,page-B,True,False
G14,14,2,page-B,2,1,page-B,True,False
G14,15,2,page7-255,2,0,page7-255,True,False
G14,15,2,page7-255,2,1,page7-255,True,False
G14,16,2,page5-28,2,0,page5-28,True,False
G14,16,2,page5-28,2,1,page5-28,True,False
G14,17,2,page3-35,2,0,page3-35,True,False
G14,17,2,page3-35,2,1,page3-35,True,False
G14,18,3,page7-107,0,1,page7-107,True,False
G14,18,3,page7-107,0,2,page6-149,False,False
G14,19,3,page9-46,0,1,page9-46,True,False
G14,19,3,page9-46,0,2,page9-46,True,False
G14,20,3,page5-28,0,1,page5-28,True,False
G14,20,3,page5-28,0,2,page3-193,False,False
G14,21,3,page7-255,0,1,page7-255,True,False
G14,21,3,page7-255,0,2,page9-7,False,False
G14,22,3,page-B,0,1,page-B,True,False
G14,22,3,page-B,0,2,page-B,True,False
G14,23,3,page3-35,0,1,page3-35,True,False
G14,23,3,page3-35,0,2,page5-142,False,False
G14,24,4,page3-35,1,0,page5-142,False,False
G14,24,4,page3-35,1,2,page5-142,False,False
G14,25,4,page7-255,1,0,page7-255,True,False
G14,25,4,page7-255,1,2,page9-7,False,False
G14,26,4,page9-46,1,0,page9-46,True,False
G14,26,4,page9-46,1,2,page9-46,True,False
G14,27,4,page-B,1,0,page-B,True,False
G14,27,4,page-B,1,2,page3-193,False,False
G14,28,4,page5-28,1,0,page5-28,True,False
G14,28,4,page5-28,1,2,page5-28,True,False
G14,29,4,page7-107,1,0,page7-107,True,False
G14,29,4,page7-107,1,2,page7-107,True,False
G14,30,5,page9-46,2,0,page9-46,True,False
G14,30,5,page9-46,2,1,page9-46,True,False
G14,31,5,page7-255,2,0,page7-26,False,False
G14,31,5,page7-255,2,1,page7-255,True,False
G14,32,5,page5-28,2,0,page5-28,True,False
G14,32,5,page5-28,2,1,page5-28,True,False
G14,33,5,page-B,2,0,page-B,True,False
G14,33,5,page-B,2,1,page-B,True,False
G14,34,5,page7-107,2,0,page7-107,True,False
G14,34,5,page7-107,2,1,page7-107,True,False
G14,35,5,page3-35,2,0,page5-142,False,False
G14,35,5,page3-35,2,1,page5-142,False,False
G15,0,0,page5-28,0,1,page5-28,True,False
G15,0,0,page5-28,0,2,page7-255,False,False
G15,1,0,page7-255,0,1,page4-15,False,False
G15,1,0,page7-255,0,2,page-B,False,False
G15,2,0,page3-35,0,1,page4-157,False,False
G15,2,0,page3-35,0,2,page5-142,False,False
G15,3,0,page-B,0,1,page7-107,False,False
G15,3,0,page-B,0,2,page9-7,False,False
G15,4,0,page9-46,0,1,page9-7,False,False
G15,4,0,page9-46,0,2,page4-15,False,False
G15,5,0,page7-107,0,1,page7-26,False,False
G15,5,0,page7-107,0,2,page4-157,False,False
G15,6,1,page5-28,1,0,page5-64,False,False
G15,6,1,page5-28,1,2,page3-193,False,False
G15,7,1,page9-46,1,0,page3-193,False,False
G15,7,1,page9-46,1,2,page9-46,True,False
G15,8,1,page7-255,1,0,page4-15,False,False
G15,8,1,page7-255,1,2,page3-193,False,False
G15,9,1,page3-35,1,0,page3-35,True,False
G15,9,1,page3-35,1,2,page5-142,False,False
G15,10,1,page7-107,1,0,page7-107,True,False
G15,10,1,page7-107,1,2,page3-121,False,False
G15,11,1,page-B,1,0,page-B,True,False
G15,11,1,page-B,1,2,page7-26,False,False
G15,12,2,page7-107,2,0,page7-107,True,False
G15,12,2,page7-107,2,1,page7-107,True,False
G15,13,2,page-B,2,0,page-B,True,False
G15,13,2,page-B,2,1,page-B,True,False
G15,14,2,page9-46,2,0,page9-46,True,False
G15,14,2,page9-46,2,1,page9-46,True,False
G15,15,2,page5-28,2,0,page5-63,False,False
G15,15,2,page5-28,2,1,page5-28,True,False
G15,16,2,page3-35,2,0,page3-35,True,False
G15,16,2,page3-35,2,1,page3-35,True,False
G15,17,2,page7-255,2,0,page7-255,True,False
G15,17,2,page7-255,2,1,page7-255,True,False
G15,18,3,page5-28,0,1,page5-28,True,False
G15,18,3,page5-28,0,2,page5-28,True,False
G15,19,3,page3-35,0,1,page3-35,True,False
G15,19,3,page3-35,0,2,page3-35,True,False
G15,20,3,page9-46,0,1,page9-46,True,False
G15,20,3,page9-46,0,2,page9-46,True,False
G15,21,3,page7-255,0,1,page7-255,True,False
G15,21,3,page7-255,0,2,page4-157,False,False
G15,22,3,page7-107,0,1,page7-107,True,False
G15,22,3,page7-107,0,2,page7-107,True,False
G15,23,3,page-B,0,1,page-B,True,False
G15,23,3,page-B,0,2,page-B,True,False
G15,24,4,page7-255,1,0,page7-255,True,False
G15,24,4,page7-255,1,2,page7-255,True,False
G15,25,4,page7-107,1,0,page7-107,True,False
G15,25,4,page7-107,1,2,page7-107,True,False
G15,26,4,page9-46,1,0,page9-7,False,False
G15,26,4,page9-46,1,2,page9-46,True,False
G15,27,4,page3-35,1,0,page3-35,True,False
G15,27,4,page3-35,1,2,page3-35,True,False
G15,28,4,page-B,1,0,page-B,True,False
G15,28,4,page-B,1,2,page-B,True,False
G15,29,4,page5-28,1,0,page5-28,True,False
G15,29,4,page5-28,1,2,page5-28,True,False
G15,30,5,page3-35,2,0,page3-35,True,False
G15,30,5,page3-35,2,1,page3-35,True,False
G15,31,5,page5-28,2,0,page5-28,True,False
G15,31,5,page5-28,2,1,page5-28,True,False
G15,32,5,page-B,2,0,page7-107,False,False
G15,32,5,page-B,2,1,page-B,True,False
G15,33,5,page9-46,2,0,page3-193,False,False
G15,33,5,page9-46,2,1,page9-46,True,False
G15,34,5,page7-107,2,0,page7-107,True,False
G15,34,5,page7-107,2,1,page7-107,True,False
G15,35,5,page7-255,2,0,page7-255,True,False
G15,35,5,page7-255,2,1,page7-255,True,False
G16,0,0,page7-107,0,1,page5-28,False,False
G16,0,0,page7-107,0,2,page-B,False,False
G16,1,0,page5-28,0,1,page-B,False,False
G16,1,0,page5-28,0,2,page9-7,False,False
G16,2,0,page3-35,0,1,page7-26,False,False
G16,2,0,page3-35,0,2,page9-7,False,False
G16,3,0,page7-255,0,1,page3-121,False,False
G16,3,0,page7-255,0,2,page4-15,False,False
G16,4,0,page9-46,0,1,page5-142,False,False
G16,4,0,page9-46,0,2,page9-7,False,False
G16,5,0,page-B,0,1,page3-121,False,False
G16,5,0,page-B,0,2,page3-121,False,False
G16,6,1,page3-35,1,0,page9-7,False,False
G16,6,1,page3-35,1,2,page5-142,False,False
G16,7,1,page9-46,1,0,page9-46,True,False
G16,7,1,page9-46,1,2,page9-46,True,False
G16,8,1,page5-28,1,0,page5-28,True,False
G16,8,1,page5-28,1,2,page4-157,False,False
G16,9,1,page7-107,1,0,page7-107,True,False
G16,9,1,page7-107,1,2,page7-107,True,False
G16,10,1,page7-255,1,0,page7-255,True,False
G16,10,1,page7-255,1,2,page5-63,False,False
G16,11,1,page-B,1,0,page3-121,False,False
G16,11,1,page-B,1,2,page3-121,False,False
G16,12,2,page-B,2,0,page-B,True,False
G16,12,2,page-B,2,1,page-B,True,False
G16,13,2,page9-46,2,0,page9-46,True,False
G16,13,2,page9-46,2,1,page4-157,False,False
G16,14,2,page7-255,2,0,page7-26,False,False
G16,14,2,page7-255,2,1,page7-255,True,False
G16,15,2,page7-107,2,0,page4-157,False,False
G16,15,2,page7-107,2,1,page5-142,False,False
G16,16,2,page5-28,2,0,page5-28,True,False
G16,16,2,page5-28,2,1,page5-28,True,False
G16,17,2,page3-35,2,0,page3-35,True,False
G16,17,2,page3-35,2,1,page3-35,True,False
G16,18,3,page3-35,0,1,page3-35,True,False
G16,18,3,page3-35,0,2,page3-35,True,False
G16,19,3,page-B,0,1,page-B,True,False
G16,19,3,page-B,0,2,page6-149,False,False
G16,20,3,page7-255,0,1,page7-255,True,False
G16,20,3,page7-255,0,2,page5-63,False,False
G16,21,3,page7-107,0,1,page7-107,True,False
G16,21,3,page7-107,0,2,page6-149,False,False
G16,22,3,page9-46,0,1,page9-46,True,False
G16,22,3,page9-46,0,2,page9-46,True,False
G16,23,3,page5-28,0,1,page5-28,True,False
G16,23,3,page5-28,0,2,page5-64,False,False
